Year,Sanctuary,Status,Site,Observer,Replicate,Sampling.location,Depth,Time,Complexity,Algal.cover,Sample,Latitude,Longitude,Successful.count,Successful.length,Date,Location
2016,Parker Point,No-take,Little Salmon,2,8,none,3,12:00:00,3,2,833,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,2,9,none,3,12:00:00,2,2,834,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,2,10,none,1.8,12:00:00,3,1,835,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,3,1,none,2,12:00:00,4,2,836,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,3,2,none,1.7,12:00:00,3,1,837,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,3,3,none,1.5,12:00:00,3,2,838,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,3,4,none,1.5,12:00:00,2,1,839,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,3,5,none,1.7,12:00:00,3,1,840,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,3,6,none,2.5,12:00:00,3,1,841,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,3,7,none,3,12:00:00,4,2,842,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,3,8,none,2.5,12:00:00,4,2,843,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,3,9,none,3,12:00:00,3,2,844,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Little Salmon,3,10,none,3,12:00:00,0,2,845,-32.025352,115.52435,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,1,1,none,1.5,12:00:00,3,2,846,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,1,2,none,1.5,12:00:00,2,2,847,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,1,3,none,1.5,12:00:00,2,2,848,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,1,4,none,1.5,12:00:00,3,3,849,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,1,5,none,2.5,12:00:00,3,3,850,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,1,6,none,1.5,12:00:00,2,2,851,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,1,7,none,1.5,12:00:00,4,2,852,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,1,8,none,1.5,12:00:00,2,2,853,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,1,9,none,1.5,12:00:00,3,1,854,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,1,10,none,1.5,12:00:00,3,1,855,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,2,1,none,0.5,12:00:00,2,1,856,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,2,2,none,2,12:00:00,2,1,857,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,2,3,none,2,12:00:00,4,1,858,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,2,4,none,2.5,12:00:00,3,2,859,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,2,5,none,3,12:00:00,2,1,860,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,2,6,none,3.5,12:00:00,3,2,861,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,2,7,none,1.5,12:00:00,4,2,862,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,2,8,none,3,12:00:00,4,2,863,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,2,9,none,3.5,12:00:00,2,2,864,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,2,10,none,3,12:00:00,4,2,865,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,3,1,none,2,12:00:00,3,2,866,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,3,2,none,1.7,12:00:00,3,2,867,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,3,3,none,1.5,12:00:00,3,2,868,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,3,4,none,1.5,12:00:00,3,2,869,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,3,5,none,1.8,12:00:00,4,2,870,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,3,6,none,2.3,12:00:00,2,1,871,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,3,7,none,2,12:00:00,4,1,872,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,3,8,none,2.3,12:00:00,4,1,873,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,3,9,none,3.2,12:00:00,1,2,874,-32.021726,115.520259,Yes,Yes,20160101,
2016,Parker Point,No-take,Salmon Bay,3,10,none,2.3,12:00:00,4,2,875,-32.021726,115.520259,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,1,1,none,4,12:00:00,3,2,876,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,1,2,none,2,12:00:00,4,2,877,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,1,3,none,5,12:00:00,2,2,878,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,1,4,none,2.5,12:00:00,3,2,879,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,1,5,none,5,12:00:00,2,2,880,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,1,6,none,5,12:00:00,3,2,881,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,1,7,none,5,12:00:00,1,2,882,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,1,8,none,5,12:00:00,4,2,883,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,1,9,none,5,12:00:00,4,2,884,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,1,10,none,4,12:00:00,3,2,885,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,2,1,none,1,12:00:00,3,3,886,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,2,2,none,5,12:00:00,2,3,887,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,2,3,none,4,12:00:00,2,3,888,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,2,4,none,3,12:00:00,2,3,889,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,2,5,none,3,12:00:00,2,3,890,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,2,6,none,2.5,12:00:00,2,3,891,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,2,7,none,2,12:00:00,4,2,892,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,2,8,none,2,12:00:00,4,2,893,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,2,9,none,3,12:00:00,2,2,894,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,2,10,none,2.5,12:00:00,2,3,895,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,3,1,none,3,12:00:00,2,2,896,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,3,2,none,4,12:00:00,4,2,897,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,3,3,none,5,12:00:00,4,2,898,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,3,4,none,5,12:00:00,2,1,899,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,3,5,none,4.6,12:00:00,2,2,900,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,3,6,none,6.5,12:00:00,3,2,901,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,3,7,none,4.5,12:00:00,3,2,902,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,3,8,none,5.5,12:00:00,2,2,903,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,3,9,none,5,12:00:00,3,2,904,-31.987022,115.513504,Yes,Yes,20160101,
2016,Armstrong Bay,No-take,Parakeet Bay,3,10,none,5,12:00:00,1,2,905,-31.987022,115.513504,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,1,1,none,3.5,12:00:00,3,2,906,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,1,2,none,3,12:00:00,2,2,907,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,1,3,none,3,12:00:00,4,2,908,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,1,4,none,2.5,12:00:00,2,2,909,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,1,5,none,2.5,12:00:00,1,2,910,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,1,6,none,2,12:00:00,2,2,911,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,1,7,none,2.5,12:00:00,4,1,912,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,1,8,none,3,12:00:00,4,2,913,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,1,9,none,3,12:00:00,4,1,914,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,1,10,none,2.5,12:00:00,4,2,915,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,2,1,none,1,12:00:00,2,2,916,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,2,2,none,1.5,12:00:00,2,2,917,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,2,3,none,1,12:00:00,2,3,918,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,2,4,none,1.5,12:00:00,2,2,919,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,2,5,none,1,12:00:00,2,1,920,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,2,6,none,2,12:00:00,2,2,921,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,2,7,none,5,12:00:00,2,3,922,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,2,8,none,5.5,12:00:00,2,3,923,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,2,9,none,1.5,12:00:00,2,2,924,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,2,10,none,2,12:00:00,4,2,925,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,3,1,none,5.5,12:00:00,3,2,926,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,3,2,none,5.5,12:00:00,3,3,927,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,3,3,none,5,12:00:00,2,2,928,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,3,4,none,5,12:00:00,2,2,929,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,3,5,none,3.7,12:00:00,0,2,930,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,3,6,none,3.7,12:00:00,0,2,931,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,3,7,none,2.9,12:00:00,0,2,932,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,3,8,none,4,12:00:00,0,2,933,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,3,9,none,5,12:00:00,2,2,934,-32.016548,115.499102,Yes,Yes,20160101,
2016,Green Island,No-take,Green Island,3,10,none,4.5,12:00:00,2,2,935,-32.016548,115.499102,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,1,1,none,1.5,12:00:00,3,2,936,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,1,2,none,1.5,12:00:00,4,2,937,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,1,3,none,0.5,12:00:00,1,1,938,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,1,4,none,2.5,12:00:00,3,3,939,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,1,5,none,3.5,12:00:00,2,3,940,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,1,6,none,4,12:00:00,1,3,941,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,1,7,none,5,12:00:00,2,3,942,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,1,8,none,4.5,12:00:00,2,3,943,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,1,9,none,4,12:00:00,2,2,944,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,1,10,none,3,12:00:00,3,2,945,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,2,1,none,2,12:00:00,2,2,946,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,2,2,none,3,12:00:00,2,3,947,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,2,3,none,2,12:00:00,2,1,948,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,2,4,none,2,12:00:00,2,2,949,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,2,5,none,2,12:00:00,2,2,950,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,2,6,none,1.5,12:00:00,3,2,951,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,2,7,none,3,12:00:00,2,3,952,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,2,8,none,4,12:00:00,2,3,953,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,2,9,none,4,12:00:00,2,3,954,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,2,10,none,2,12:00:00,4,3,955,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,3,1,none,2.1,12:00:00,0,2,956,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,3,2,none,3,12:00:00,1,2,957,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,3,3,none,2.6,12:00:00,2,2,958,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,3,4,none,2.5,12:00:00,0,2,959,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,3,5,none,3,12:00:00,0,2,960,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,3,6,none,2.5,12:00:00,1,2,961,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,3,7,none,3,12:00:00,2,2,962,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,3,8,none,4,12:00:00,3,2,963,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,3,9,none,2.5,12:00:00,1,1,964,-31.988813,115.522852,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,Geordie Bay,3,10,none,2.6,12:00:00,2,2,965,-31.988813,115.522852,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,1,1,none,3.5,12:00:00,3,2,966,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,1,2,none,4,12:00:00,3,2,967,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,1,3,none,3,12:00:00,4,2,968,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,1,4,none,2.5,12:00:00,3,2,969,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,1,5,none,4,12:00:00,2,2,970,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,1,6,none,4.5,12:00:00,3,3,971,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,1,7,none,4,12:00:00,3,2,972,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,1,8,none,3.5,12:00:00,3,2,973,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,1,9,none,4,12:00:00,3,2,974,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,1,10,none,4,12:00:00,3,0,975,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,2,1,none,3.5,12:00:00,4,2,976,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,2,2,none,1,12:00:00,4,2,977,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,2,3,none,2,12:00:00,2,3,978,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,2,4,none,2,12:00:00,3,3,979,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,2,5,none,3,12:00:00,2,3,980,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,2,6,none,4.5,12:00:00,2,2,981,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,2,7,none,2,12:00:00,2,2,982,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,2,8,none,1.5,12:00:00,2,3,983,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,2,9,none,1,12:00:00,2,2,984,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,2,10,none,0.5,12:00:00,2,2,985,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,3,1,none,2.5,12:00:00,2,2,986,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,3,2,none,2.7,12:00:00,1,2,987,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,3,3,none,2.5,12:00:00,3,2,988,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,3,4,none,2.3,12:00:00,3,2,989,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,3,5,none,2.1,12:00:00,2,2,990,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,3,6,none,2.5,12:00:00,0,2,991,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,3,7,none,4,12:00:00,3,2,992,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,3,8,none,4.2,12:00:00,3,2,993,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,3,9,none,5.5,12:00:00,3,2,994,-32.017462,115.473186,Yes,Yes,20160101,
2016,Green Island,Fished,Strickland Bay,3,10,none,5,12:00:00,4,2,995,-32.017462,115.473186,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,1,1,none,3,12:00:00,3,2,996,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,1,2,none,2,12:00:00,2,1,997,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,1,3,none,2,12:00:00,3,2,998,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,1,4,none,1.5,12:00:00,3,2,999,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,1,5,none,1,12:00:00,3,1,1000,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,1,6,none,2,12:00:00,4,2,1001,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,1,7,none,1.5,12:00:00,1,2,1002,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,1,8,none,2,12:00:00,1,1,1003,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,1,9,none,1.5,12:00:00,2,1,1004,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,1,10,none,1.5,12:00:00,2,1,1005,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,2,1,none,3,12:00:00,2,3,1006,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,2,2,none,3,12:00:00,2,3,1007,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,2,3,none,4,12:00:00,3,3,1008,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,2,4,none,4,12:00:00,2,3,1009,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,2,5,none,3,12:00:00,2,3,1010,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,2,6,none,3.5,12:00:00,2,3,1011,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,2,7,none,2.5,12:00:00,3,3,1012,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,2,8,none,2,12:00:00,2,2,1013,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,2,9,none,1.5,12:00:00,2,3,1014,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,2,10,none,1,12:00:00,2,3,1015,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,3,1,none,1.5,12:00:00,4,2,1016,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,3,2,none,2,12:00:00,3,1,1017,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,3,3,none,2,12:00:00,1,1,1018,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,3,4,none,1.5,12:00:00,3,2,1019,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,3,5,none,1.5,12:00:00,4,1,1020,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,3,6,none,1.7,12:00:00,2,2,1021,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,3,7,none,2.2,12:00:00,2,1,1022,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,3,8,none,2.2,12:00:00,2,2,1023,-31.994655,115.495719,Yes,Yes,20160101,
2016,Armstrong Bay,Fished,City of York,3,9,none,1,12:00:00,4,2,1024,-31.994655,115.495719,Yes,Yes,20160101,
