Sample,Count,Length,Legal.sublegal,Family,Genus,Species
1040,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1044,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1046,2,65,Sublegal,Palinuridae,Panulirus,cygnus
1050,5,65,Sublegal,Palinuridae,Panulirus,cygnus
1055,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1064,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1066,2,65,Sublegal,Palinuridae,Panulirus,cygnus
1067,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1076,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1086,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1114,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1169,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1196,2,65,Sublegal,Palinuridae,Panulirus,cygnus
1231,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1234,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1241,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1254,1,65,Sublegal,Palinuridae,Panulirus,cygnus
1265,2,65,Sublegal,Palinuridae,Panulirus,cygnus
816,1,75,Sublegal,Palinuridae,Panulirus,cygnus
824,1,75,Sublegal,Palinuridae,Panulirus,cygnus
825,1,75,Sublegal,Palinuridae,Panulirus,cygnus
827,6,75,Sublegal,Palinuridae,Panulirus,cygnus
829,1,75,Sublegal,Palinuridae,Panulirus,cygnus
830,1,75,Sublegal,Palinuridae,Panulirus,cygnus
832,1,75,Sublegal,Palinuridae,Panulirus,cygnus
835,2,75,Sublegal,Palinuridae,Panulirus,cygnus
837,3,75,Sublegal,Palinuridae,Panulirus,cygnus
838,1,75,Sublegal,Palinuridae,Panulirus,cygnus
842,3,75,Sublegal,Palinuridae,Panulirus,cygnus
857,2,75,Sublegal,Palinuridae,Panulirus,cygnus
860,1,75,Sublegal,Palinuridae,Panulirus,cygnus
862,2,75,Sublegal,Palinuridae,Panulirus,cygnus
866,2,75,Sublegal,Palinuridae,Panulirus,cygnus
868,1,75,Sublegal,Palinuridae,Panulirus,cygnus
870,2,75,Sublegal,Palinuridae,Panulirus,cygnus
875,1,75,Sublegal,Palinuridae,Panulirus,cygnus
892,1,75,Sublegal,Palinuridae,Panulirus,cygnus
914,2,75,Sublegal,Palinuridae,Panulirus,cygnus
915,3,75,Sublegal,Palinuridae,Panulirus,cygnus
917,5,75,Sublegal,Palinuridae,Panulirus,cygnus
922,1,75,Sublegal,Palinuridae,Panulirus,cygnus
924,2,75,Sublegal,Palinuridae,Panulirus,cygnus
925,3,75,Sublegal,Palinuridae,Panulirus,cygnus
926,1,75,Sublegal,Palinuridae,Panulirus,cygnus
927,1,75,Sublegal,Palinuridae,Panulirus,cygnus
949,4,75,Sublegal,Palinuridae,Panulirus,cygnus
977,1,75,Sublegal,Palinuridae,Panulirus,cygnus
994,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1044,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1066,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1067,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1077,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1078,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1121,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1122,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1135,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1140,3,75,Sublegal,Palinuridae,Panulirus,cygnus
1143,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1155,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1169,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1184,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1198,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1211,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1220,2,75,Sublegal,Palinuridae,Panulirus,cygnus
1225,2,75,Sublegal,Palinuridae,Panulirus,cygnus
1234,2,75,Sublegal,Palinuridae,Panulirus,cygnus
1238,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1241,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1245,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1246,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1248,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1254,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1255,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1257,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1262,1,75,Sublegal,Palinuridae,Panulirus,cygnus
1263,2,75,Sublegal,Palinuridae,Panulirus,cygnus
827,1,85,Legal,Palinuridae,Panulirus,cygnus
828,1,85,Legal,Palinuridae,Panulirus,cygnus
829,1,85,Legal,Palinuridae,Panulirus,cygnus
830,2,85,Legal,Palinuridae,Panulirus,cygnus
835,2,85,Legal,Palinuridae,Panulirus,cygnus
836,1,85,Legal,Palinuridae,Panulirus,cygnus
840,1,85,Legal,Palinuridae,Panulirus,cygnus
842,1,85,Legal,Palinuridae,Panulirus,cygnus
843,1,85,Legal,Palinuridae,Panulirus,cygnus
846,1,85,Legal,Palinuridae,Panulirus,cygnus
852,2,85,Legal,Palinuridae,Panulirus,cygnus
858,2,85,Legal,Palinuridae,Panulirus,cygnus
862,1,85,Legal,Palinuridae,Panulirus,cygnus
863,1,85,Legal,Palinuridae,Panulirus,cygnus
864,2,85,Legal,Palinuridae,Panulirus,cygnus
868,1,85,Legal,Palinuridae,Panulirus,cygnus
917,3,85,Legal,Palinuridae,Panulirus,cygnus
922,2,85,Legal,Palinuridae,Panulirus,cygnus
924,2,85,Legal,Palinuridae,Panulirus,cygnus
926,1,85,Legal,Palinuridae,Panulirus,cygnus
927,1,85,Legal,Palinuridae,Panulirus,cygnus
928,1,85,Legal,Palinuridae,Panulirus,cygnus
945,1,85,Legal,Palinuridae,Panulirus,cygnus
1011,1,85,Legal,Palinuridae,Panulirus,cygnus
1065,1,85,Legal,Palinuridae,Panulirus,cygnus
1066,3,85,Legal,Palinuridae,Panulirus,cygnus
1067,2,85,Legal,Palinuridae,Panulirus,cygnus
1070,1,85,Legal,Palinuridae,Panulirus,cygnus
1071,1,85,Legal,Palinuridae,Panulirus,cygnus
1076,1,85,Legal,Palinuridae,Panulirus,cygnus
1081,1,85,Legal,Palinuridae,Panulirus,cygnus
1090,1,85,Legal,Palinuridae,Panulirus,cygnus
1117,2,85,Legal,Palinuridae,Panulirus,cygnus
1121,1,85,Legal,Palinuridae,Panulirus,cygnus
1122,1,85,Legal,Palinuridae,Panulirus,cygnus
1125,2,85,Legal,Palinuridae,Panulirus,cygnus
1133,3,85,Legal,Palinuridae,Panulirus,cygnus
1135,1,85,Legal,Palinuridae,Panulirus,cygnus
1140,4,85,Legal,Palinuridae,Panulirus,cygnus
1141,1,85,Legal,Palinuridae,Panulirus,cygnus
1147,1,85,Legal,Palinuridae,Panulirus,cygnus
1164,1,85,Legal,Palinuridae,Panulirus,cygnus
1169,1,85,Legal,Palinuridae,Panulirus,cygnus
1188,1,85,Legal,Palinuridae,Panulirus,cygnus
1191,3,85,Legal,Palinuridae,Panulirus,cygnus
1192,2,85,Legal,Palinuridae,Panulirus,cygnus
1196,1,85,Legal,Palinuridae,Panulirus,cygnus
1204,1,85,Legal,Palinuridae,Panulirus,cygnus
1209,3,85,Legal,Palinuridae,Panulirus,cygnus
1220,1,85,Legal,Palinuridae,Panulirus,cygnus
1222,2,85,Legal,Palinuridae,Panulirus,cygnus
1225,1,85,Legal,Palinuridae,Panulirus,cygnus
1246,1,85,Legal,Palinuridae,Panulirus,cygnus
1251,1,85,Legal,Palinuridae,Panulirus,cygnus
1252,2,85,Legal,Palinuridae,Panulirus,cygnus
1255,1,85,Legal,Palinuridae,Panulirus,cygnus
1257,1,85,Legal,Palinuridae,Panulirus,cygnus
1259,1,85,Legal,Palinuridae,Panulirus,cygnus
824,1,95,Legal,Palinuridae,Panulirus,cygnus
843,1,95,Legal,Palinuridae,Panulirus,cygnus
852,1,95,Legal,Palinuridae,Panulirus,cygnus
864,1,95,Legal,Palinuridae,Panulirus,cygnus
877,1,95,Legal,Palinuridae,Panulirus,cygnus
915,1,95,Legal,Palinuridae,Panulirus,cygnus
927,1,95,Legal,Palinuridae,Panulirus,cygnus
982,1,95,Legal,Palinuridae,Panulirus,cygnus
1066,1,95,Legal,Palinuridae,Panulirus,cygnus
1090,1,95,Legal,Palinuridae,Panulirus,cygnus
1117,1,95,Legal,Palinuridae,Panulirus,cygnus
1118,3,95,Legal,Palinuridae,Panulirus,cygnus
1119,1,95,Legal,Palinuridae,Panulirus,cygnus
1121,1,95,Legal,Palinuridae,Panulirus,cygnus
1122,2,95,Legal,Palinuridae,Panulirus,cygnus
1125,2,95,Legal,Palinuridae,Panulirus,cygnus
1133,2,95,Legal,Palinuridae,Panulirus,cygnus
1164,1,95,Legal,Palinuridae,Panulirus,cygnus
1169,1,95,Legal,Palinuridae,Panulirus,cygnus
1192,3,95,Legal,Palinuridae,Panulirus,cygnus
1211,2,95,Legal,Palinuridae,Panulirus,cygnus
1220,1,95,Legal,Palinuridae,Panulirus,cygnus
1253,1,95,Legal,Palinuridae,Panulirus,cygnus
870,2,105,Legal,Palinuridae,Panulirus,cygnus
914,1,105,Legal,Palinuridae,Panulirus,cygnus
1118,1,105,Legal,Palinuridae,Panulirus,cygnus
1140,3,105,Legal,Palinuridae,Panulirus,cygnus
1169,1,105,Legal,Palinuridae,Panulirus,cygnus
1254,1,105,Legal,Palinuridae,Panulirus,cygnus
841,1,115,Legal,Palinuridae,Panulirus,cygnus
842,1,115,Legal,Palinuridae,Panulirus,cygnus
875,1,115,Legal,Palinuridae,Panulirus,cygnus
825,1,125,Legal,Palinuridae,Panulirus,cygnus
833,1,125,Legal,Palinuridae,Panulirus,cygnus
879,3,125,Legal,Palinuridae,Panulirus,cygnus
1065,1,125,Legal,Palinuridae,Panulirus,cygnus
1067,2,125,Legal,Palinuridae,Panulirus,cygnus
1068,8,125,Legal,Palinuridae,Panulirus,cygnus
1117,2,125,Legal,Palinuridae,Panulirus,cygnus
1122,1,125,Legal,Palinuridae,Panulirus,cygnus
1169,1,125,Legal,Palinuridae,Panulirus,cygnus
1241,1,125,Legal,Palinuridae,Panulirus,cygnus
